bib number,age,gender,split time (s),final time (s)
45334,40,M,6200,14103
39442,48,M,6604,14104
19834,32,W,6613,14104
27941,44,M,6478,14104
49382,43,M,6888,14105
10425,49,M,6105,14105
39434,50,M,6882,14105
26412,35,M,6419,14106
18502,40,M,5835,14106
36451,35,M,6209,14106
19147,56,M,6529,14106
13342,54,M,5888,14106
38417,29,W,6295,14107
13620,34,M,6303,14107
27515,47,W,6392,14108
35414,39,M,6791,14109
31087,38,M,6501,14109
20889,25,M,6136,14109
20700,50,M,6720,14109
25208,53,M,6576,14110
21472,45,M,6275,14110
44463,30,M,5956,14111
38404,38,W,6811,14111
10757,47,M,6324,14111
42410,32,M,5924,14111
32695,38,M,6214,14111
47464,37,M,6030,14112
45862,41,W,6663,14112
41241,42,W,6608,14112
25415,40,W,6270,14113
14647,51,W,6149,14113
22126,49,M,5958,14113
49866,37,M,6217,14113
18927,23,W,6393,14114
26794,40,M,5940,14114
20697,37,M,6862,14115
14691,35,M,6181,14115
48378,33,M,6938,14116
49375,30,M,6784,14116
41705,33,M,5724,14116
16649,42,M,6640,14116
40572,34,M,6392,14116
33265,39,M,6135,14117
41454,43,M,6530,14117
11412,27,M,6432,14117
15771,34,M,6408,14118
28517,22,M,6188,14118
46649,36,M,6866,14119
28496,30,M,6607,14120
15928,33,W,6279,14120
46696,49,M,6189,14121
48451,30,W,6153,14122
21820,31,M,5913,14122
35671,29,M,6471,14122
20768,35,M,6491,14123
14339,29,M,6183,14123
41660,56,M,6621,14123
23075,40,M,6296,14123
44740,46,W,6258,14123
48556,25,W,6565,14124
46210,44,M,6377,14124
41627,27,W,7187,14124
38992,45,M,6262,14124
42395,30,W,6714,14125
32093,61,M,7030,14125
45321,41,M,6841,14126
42449,50,M,5447,14126
47574,48,M,6636,14126
20397,22,M,6014,14126
46181,39,M,6140,14126
10052,55,M,6633,14128
27091,26,M,6132,14128
10554,48,M,6740,14128
47913,36,M,6307,14128
38167,26,M,6386,14129
20648,43,M,6522,14129
19271,36,M,6348,14130
23765,61,M,6690,14130
38811,29,M,6481,14131
27641,45,M,6666,14131
45480,34,M,6269,14131
29320,48,M,6414,14131
27845,31,M,6189,14132
10151,35,M,6178,14132
43287,37,M,6809,14132
25445,37,W,6804,14133
15090,21,W,6457,14133
21798,41,M,6454,14133
34469,46,M,6564,14134
34395,24,M,6058,14135
11877,23,W,6804,14135
23383,28,M,7043,14135
17824,38,W,6424,14136
33270,36,M,6184,14136
32589,51,M,6171,14137
10202,36,M,6181,14137
30244,27,M,5868,14137
31093,47,M,6561,14137
45385,33,M,6545,14138
29515,22,W,6620,14139
33105,40,W,6136,14139
10535,52,M,6194,14139
12713,24,W,6363,14141
25002,31,M,6664,14141
14756,52,M,6218,14141
44593,31,M,6069,14141
44770,58,M,6281,14142
43822,39,M,6590,14142
41907,35,W,6552,14142
32495,39,M,6557,14142
47966,47,M,5809,14142
45669,31,M,6720,14143
22717,32,W,6285,14143
25403,31,M,6388,14144
46938,36,M,5951,14144
31344,44,M,6513,14144
12651,38,W,6522,14145
33331,33,M,6444,14145
40789,36,M,6880,14145
37691,39,M,6810,14145
32500,33,M,6925,14145
42440,45,M,6327,14146
15109,49,M,6335,14147
28751,31,M,6987,14147
18532,42,M,6216,14147
41202,53,M,6664,14148
17398,26,W,6373,14148
27997,39,M,6865,14149
11818,33,M,6571,14150
30457,47,M,6391,14150
10235,33,W,6343,14150
16399,45,M,6520,14151
42052,36,M,6538,14151
42254,28,W,6866,14152
21204,25,W,6468,14152
33008,55,M,6219,14152
29084,31,M,6244,14152
30610,35,M,6046,14153
48201,52,W,6175,14153
26230,42,W,6593,14153
19826,40,M,6193,14155
30921,37,W,7018,14155
14070,28,M,6594,14155
47420,50,W,7077,14156
39658,39,W,6617,14156
22157,36,M,6245,14156
28616,30,M,6320,14158
43414,38,M,6254,14158
46963,43,W,6426,14159
14123,29,M,6303,14160
13792,35,M,6405,14160
39158,26,W,6486,14161
11212,33,M,6889,14161
36056,58,M,6209,14161
30357,36,M,6498,14162
40915,40,M,6563,14162
35083,64,W,6778,14162
17076,31,M,6384,14163
46186,35,M,6383,14163
42090,46,M,5935,14163
48308,36,W,6364,14163
17868,46,M,6753,14163
22803,19,M,6763,14164
41792,34,M,6254,14164
13700,30,M,6215,14164
30785,43,M,6766,14165
14396,47,M,6729,14166
25634,34,W,7044,14166
37443,45,W,6291,14166
47863,40,M,6089,14166
22491,44,W,6704,14167
27054,54,M,7160,14167
24061,47,M,6845,14167
21858,24,W,6221,14167
10987,35,M,6258,14168
42577,22,M,6313,14168
28654,34,W,6711,14168
20812,33,W,6142,14168
16551,47,M,6417,14169
24149,34,M,6371,14170
25388,31,W,6640,14170
25915,38,M,6452,14171
25640,42,M,6691,14171
39339,42,M,6357,14171
16906,45,W,6340,14171
20902,50,M,6843,14172
33943,25,W,6137,14172
38218,52,W,6401,14174
42164,40,M,6331,14174
29005,43,W,6238,14174
17105,38,W,6828,14174
15171,38,W,6188,14174
28920,30,M,6743,14175
46975,39,M,6219,14175
17599,47,M,6341,14176
16913,32,M,6816,14176
33065,59,W,6794,14176
18032,37,M,5979,14176
13279,29,M,6711,14177
25823,41,M,6102,14177
45726,38,M,6688,14177
38326,41,M,6250,14178
28190,26,M,5924,14178
22130,59,M,6242,14178
16989,34,M,6903,14178
18370,38,W,6230,14178
22668,62,M,6196,14179
25716,30,M,6362,14179
37056,37,M,5747,14180
16282,60,M,6725,14180
22766,60,M,6292,14180
25268,49,M,6125,14180
42595,42,M,6141,14180
21489,41,M,6450,14181
10018,47,M,6662,14181
14952,44,W,6298,14181
12786,46,M,6464,14181
23936,28,M,5993,14181
19852,62,M,6821,14181
39120,31,W,6245,14182
47785,36,M,6277,14182
15911,44,M,6441,14182
37913,35,M,6025,14183
19035,35,M,6208,14183
35060,42,M,6842,14183
40185,60,M,6683,14183
37525,34,M,6562,14183
10291,43,M,6804,14183
46770,43,M,7021,14185
38706,47,M,6591,14185
45187,45,M,6411,14186
24953,27,M,6564,14186
13220,32,M,6667,14186
12727,47,W,6468,14186
17235,47,M,6016,14186
16232,46,M,6380,14187
16054,27,M,6400,14187
23369,40,W,6679,14187
49233,34,W,6298,14188
13438,41,M,6641,14188
20104,33,M,6170,14189
42037,34,M,6234,14189
44877,43,M,6411,14189
14772,42,W,6440,14190
46811,38,W,6819,14190
41115,25,M,6243,14190
11693,45,M,6476,14190
28775,45,M,6069,14191
23798,33,W,6807,14191
34436,36,M,6392,14191
45593,37,M,6431,14191
42750,21,M,6557,14192
48452,43,M,5655,14192
24340,46,M,6251,14193
48272,41,W,6143,14194
34098,47,M,6224,14194
20715,31,W,6423,14194
10762,44,W,6078,14195
27420,41,M,6510,14197
42041,29,M,6289,14197
31783,34,M,5608,14197
30227,46,M,5929,14199
28163,30,M,6211,14199
45391,50,M,6200,14199
45867,50,M,6480,14199
39179,60,M,6290,14200
36068,46,M,6453,14200
12382,52,M,6717,14200
10121,28,M,6944,14201
33909,34,M,6433,14201
13127,44,M,6331,14203
22204,29,W,6408,14203
18922,32,M,6695,14204
17192,45,M,6220,14204
17241,29,M,6168,14204
41400,37,M,6787,14204
30930,23,M,6527,14204
45079,50,M,6191,14204
40025,50,M,6294,14204
20296,38,M,6720,14205
40494,35,M,6403,14205
36345,41,M,6834,14206
44002,30,W,6196,14206
11098,25,M,6602,14206
10341,37,M,6177,14206
43572,22,W,6341,14207
29063,48,M,6325,14207
32487,38,W,6859,14208
10510,34,M,6725,14208
38442,41,M,6374,14209
15666,64,M,6565,14210
14344,36,M,6265,14210
38575,35,M,6239,14210
39995,26,W,6808,14211
13368,43,M,6480,14211
18976,23,W,6518,14211
27981,37,M,6929,14211
48704,33,M,6739,14211
42783,37,M,6029,14212
34415,34,M,6256,14212
17144,35,M,6765,14212
24365,32,M,6173,14212
26184,22,M,6295,14212
21109,34,W,6242,14213
10126,33,M,6687,14213
29135,45,W,6349,14213
40432,36,M,6278,14213
29300,19,M,5979,14214
23582,62,M,6314,14214
30133,23,M,6665,14214
32687,38,M,6248,14215
27777,25,W,6326,14215
42751,29,M,6480,14215
19947,39,M,6378,14216
14657,37,M,6393,14216
15690,40,M,6235,14216
16109,35,M,6019,14216
24833,27,M,6492,14216
28882,43,M,6661,14217
27932,25,M,5963,14217
10721,43,W,6571,14218
34976,25,M,6246,14218
20220,56,M,6602,14218
15616,26,M,6852,14218
49379,55,M,6563,14218
38636,35,W,6638,14219
41586,29,M,6650,14219
18657,37,M,6812,14220
18307,30,M,6157,14220
47773,38,M,6368,14220
49686,61,W,6273,14220
20972,52,M,5603,14221
32227,33,M,6277,14221
13571,58,M,6420,14221
23113,28,M,6106,14222
20389,33,M,6327,14222
42754,46,W,6800,14222
20768,51,W,6999,14223
29764,25,W,6450,14223
48172,43,M,6558,14224
28897,38,M,6229,14224
36145,45,M,6317,14224
18295,31,M,6825,14225
15072,23,M,6453,14226
39368,45,M,6103,14226
20455,41,M,6889,14227
13643,30,W,6290,14227
17005,38,M,5717,14227
49808,30,W,6814,14227
21844,41,W,6448,14228
23342,44,M,6501,14228
21294,42,M,6152,14228
42985,46,M,6685,14228
34607,39,M,5967,14228
16954,42,M,6247,14229
16810,41,M,6462,14229
22024,31,W,6741,14229
31554,45,M,6693,14229
48300,31,M,6626,14230
26386,47,W,6471,14230
10213,38,M,6747,14230
10410,55,M,6757,14232
32245,40,M,7041,14232
26069,34,M,6081,14232
35751,45,M,5947,14233
40596,43,M,6263,14233
36163,34,M,6314,14233
41031,40,M,6277,14233
34906,48,M,6128,14234
23455,53,M,6688,14234
45531,34,M,6218,14235
36375,45,M,6515,14235
23631,25,W,6672,14235
13859,35,M,6708,14235
31645,35,M,6279,14235
39008,53,M,5929,14235
36456,38,M,6831,14236
16015,42,M,6296,14236
29116,31,M,5841,14236
14023,41,W,6473,14237
43746,36,M,6644,14237
42183,24,M,6392,14237
39828,49,M,6321,14237
10506,51,M,6934,14238
47624,39,M,6294,14238
19942,48,M,5816,14238
17286,46,M,6342,14238
35032,34,M,6568,14238
47230,31,W,6528,14238
29625,50,M,6436,14239
37536,42,M,6381,14240
42185,46,M,6044,14240
27084,29,W,6513,14240
25809,42,M,5874,14241
11625,32,M,6888,14241
26504,66,M,6400,14241
20934,36,W,6573,14241
24460,28,M,5895,14242
35473,49,M,6191,14242
14471,49,M,5956,14242
29543,38,M,5950,14243
28327,34,W,6394,14243
10419,46,M,6641,14243
11402,37,M,6605,14244
28904,39,W,6433,14244
36263,45,M,6311,14244
37307,30,W,6272,14245
21664,41,M,6185,14245
20579,39,M,6593,14245
37623,44,M,6538,14245
15225,44,M,6513,14245
14154,46,M,6289,14246
35500,34,M,6558,14246
25153,42,W,6612,14247
40737,49,M,6356,14247
41963,47,M,6536,14247
31621,29,M,6141,14247
29929,42,M,6118,14248
16273,42,M,6540,14248
28362,28,M,6744,14248
19383,50,M,6472,14248
23684,40,M,6318,14249
34422,39,W,6623,14249
39830,28,W,7098,14250
39814,33,W,6248,14250
15513,28,M,6734,14250
16000,31,M,6129,14252
26394,52,M,6218,14252
14806,27,W,6674,14252
24334,34,M,6640,14253
48368,44,M,6226,14254
43123,27,M,6423,14254
37051,34,W,6720,14254
11666,29,M,5922,14254
28220,30,W,6964,14254
25601,50,M,6893,14254
21007,38,W,6987,14255
12581,41,M,6430,14256
37716,46,M,6612,14256
36875,49,M,6895,14256
38372,26,W,6304,14257
21219,30,W,6585,14257
37049,47,M,6458,14257
38684,40,M,6396,14257
28301,32,M,6736,14257
20222,25,M,6159,14257
34674,39,M,6239,14257
15474,44,M,6927,14258
21895,52,M,6325,14258
13472,45,W,6300,14258
48184,44,M,6396,14258
22293,26,M,6121,14258
33222,50,M,6007,14259
37281,42,M,6093,14259
43081,39,M,6293,14259
15339,34,W,6722,14259
31024,38,M,6876,14260
17634,25,M,6290,14260
37851,42,M,6506,14260
30566,55,M,6560,14260
48000,33,W,6557,14260
29317,42,W,6783,14260
13757,41,W,6895,14261
33472,44,M,6869,14261
42895,44,W,6396,14261
11031,34,M,6420,14262
19292,46,M,6221,14263
30911,33,W,6204,14263
46354,27,M,6181,14263
44980,52,M,7090,14263
49118,27,W,6150,14263
26689,25,M,6215,14263
18688,41,M,6222,14264
34483,23,W,6410,14264
37688,29,M,6587,14264
29748,43,M,6484,14264
11037,32,W,6228,14264
24259,36,M,6660,14265
13565,43,M,6361,14265
27575,50,M,6382,14266
38861,30,M,6419,14266
44179,41,M,6517,14266
12819,36,M,6493,14266
10492,55,M,6702,14267
44416,35,M,6971,14267
12733,34,M,6453,14267
49230,33,M,6366,14268
34585,50,M,6823,14268
31861,36,W,6597,14269
30175,34,M,6589,14269
21933,46,M,6205,14269
33500,49,M,6640,14270
40975,26,M,6671,14270
21642,31,M,6378,14270
19618,40,W,6450,14271
19211,27,M,6319,14271
48593,26,M,6087,14271
44549,39,M,6516,14271
35250,35,M,6743,14271
37962,34,M,6436,14271
30061,26,W,6660,14273
44620,55,M,6427,14273
16838,49,W,6466,14273
49637,34,M,6332,14273
20888,46,M,6370,14273
18486,41,M,6277,14275
18606,43,M,7166,14275
42478,27,W,6674,14276
10275,31,M,6076,14276
48314,52,M,6140,14276
12239,33,W,6380,14276
27707,26,M,6372,14277
15107,55,M,6181,14277
41337,34,M,6874,14277
47539,29,W,6509,14278
34324,46,W,6862,14278
38830,27,W,6163,14278
14928,39,M,5912,14278
31562,44,M,6126,14279
32657,27,M,6316,14279
23951,38,M,6619,14280
22088,31,M,6816,14280
29439,43,M,6166,14280
48772,37,M,6471,14280
30584,34,M,6525,14280
18998,40,W,6703,14280
27467,39,M,6502,14280
17024,36,M,6519,14281
42975,45,M,6314,14281
11786,33,M,6308,14282
21592,53,M,6285,14282
29783,32,M,5714,14282
45958,37,M,6543,14282
49131,36,W,6564,14282
43879,52,M,6880,14282
26371,33,W,6843,14283
48337,36,W,6803,14283
30942,24,M,5764,14283
19670,30,M,6853,14283
34223,30,W,6402,14284
14049,29,M,7052,14284
36931,34,M,6103,14284
43685,27,M,6867,14284
15654,27,M,6411,14284
30197,43,M,6259,14285
41542,24,M,6670,14285
22092,38,M,5982,14285
44219,34,M,6926,14285
48037,38,M,5874,14285
23760,38,W,6372,14286
17934,30,W,6342,14286
29448,41,M,6491,14287
29112,30,W,6990,14287
46113,31,M,6037,14288
30310,58,M,7026,14288
20023,38,M,6332,14288
33174,43,M,6386,14288
12169,38,W,6911,14288
44583,45,M,6227,14289
13477,49,M,6332,14289
43054,37,M,6968,14289
40266,30,M,5860,14289
29441,39,M,5898,14289
13674,43,M,6794,14289
43661,40,M,6332,14290
18150,34,M,6339,14290
43328,52,M,6287,14290
18398,40,M,6753,14291
25480,38,M,6604,14291
36786,31,M,6883,14291
23065,25,M,6297,14292
48444,56,M,6385,14292
17516,40,M,6559,14293
47195,34,M,6648,14294
17016,31,M,6630,14294
38401,41,M,6359,14295
13044,47,M,6605,14295
48117,38,M,6273,14295
49293,31,M,6215,14295
12085,28,M,6576,14296
22313,27,M,6417,14296
21631,22,M,6318,14296
26876,41,W,6909,14296
16183,34,M,6344,14296
31149,37,M,6519,14296
39218,37,W,6679,14297
39525,25,M,5650,14297
43516,40,M,6658,14298
36224,21,M,5950,14298
14248,40,M,6281,14299
22927,37,M,5757,14299
30261,48,M,6410,14300
44402,28,M,6236,14300
23012,29,W,6226,14300
45630,42,W,6926,14300
32026,42,M,5914,14301
29814,51,M,6901,14301
12010,42,M,6189,14301
24289,24,W,6216,14302
49131,41,M,6457,14302
25396,51,M,6938,14303
39077,37,M,5816,14303
35680,44,M,6404,14303
49336,62,M,6706,14303
43352,41,M,6430,14304
39014,29,M,6221,14304
40120,42,M,6075,14304
43020,29,W,6289,14304
45703,23,M,6106,14304
20704,32,M,6472,14306
49049,37,M,6280,14307
21117,52,M,6806,14307
19869,35,M,6248,14308
32133,31,M,6894,14308
41210,51,M,6362,14308
16630,36,M,5904,14308
12587,31,M,6385,14309
16025,21,M,6038,14309
31342,38,M,6247,14309
31086,40,M,6312,14309
12607,28,M,6100,14309
13217,42,M,6360,14309
29428,39,M,6978,14310
32188,47,W,6366,14310
11849,36,W,6445,14311
30814,59,M,6259,14312
24512,44,M,7176,14312
19549,41,M,6554,14313
40412,36,M,6638,14313
41633,35,M,6938,14313
32290,40,W,6163,14314
24531,42,M,6682,14314
42167,37,M,5956,14314
49914,56,M,6494,14314
15901,46,M,6595,14315
25766,37,M,6590,14315
42953,46,M,6776,14315
23956,40,M,6344,14316
25083,43,M,6176,14316
46417,43,W,7111,14317
11945,31,M,6561,14317
38261,53,M,6910,14317
42982,44,M,6110,14318
44261,46,W,6819,14318
34967,47,W,6485,14319
11895,32,M,6259,14319
33403,22,W,6648,14319
17145,37,M,6425,14319
17576,28,M,6255,14319
17879,33,M,5913,14319
26897,35,M,6836,14320
31053,38,M,6317,14320
21104,47,M,5873,14321
11637,48,M,6192,14321
45096,43,M,6971,14321
13264,42,M,7031,14321
46309,33,M,7061,14322
32520,25,W,6439,14322
37618,37,M,6680,14322
32375,65,M,6644,14322
48558,35,W,6688,14323
32621,34,W,6337,14323
34786,43,M,6233,14323
22826,58,M,6353,14324
49163,48,M,6480,14324
20569,41,W,6313,14325
22608,32,M,6164,14325
12250,22,M,6229,14325
38068,42,M,6535,14325
48585,58,M,6477,14325
26154,29,W,6387,14325
30795,46,M,6127,14325
18007,50,M,6619,14326
16155,30,M,6662,14326
45037,59,M,6486,14326
36386,36,M,6661,14326
46490,26,M,5982,14326
34178,19,W,6307,14326
37467,55,M,6532,14326
34836,38,M,5574,14326
19059,59,M,6074,14326
46035,42,M,6255,14327
24457,46,M,6424,14328
18171,54,M,6382,14328
26231,38,M,6167,14329
48301,46,M,6449,14329
35691,32,M,6340,14329
22722,63,M,6557,14330
30369,48,M,7032,14330
19003,41,M,6450,14330
32498,44,M,6567,14330
44321,45,M,6149,14331
40582,42,M,6176,14331
20241,32,W,6389,14331
41836,34,W,7104,14331
47087,59,W,6492,14332
18522,25,W,6677,14332
18354,46,M,6509,14332
19363,36,M,6438,14332
10578,34,M,6621,14332
38360,27,M,7026,14332
36385,41,W,6826,14332
49411,55,W,6703,14333
33004,37,M,6333,14333
15806,27,W,6615,14333
45143,52,M,7266,14334
30844,42,M,7566,14334
31344,31,M,6099,14334
31346,42,W,6682,14334
49306,54,M,6616,14334
14025,44,M,6667,14334
19809,39,M,6048,14335
32634,39,M,6186,14335
13833,27,M,6603,14335
48186,42,M,7018,14335
49549,47,M,6363,14335
41024,39,W,6644,14335
32357,60,M,6952,14336
39450,25,M,6048,14336
45774,28,M,6354,14336
38548,42,M,6018,14336
46485,58,M,6301,14337
49551,49,M,6737,14337
19524,42,M,6339,14337
38584,49,M,7074,14338
49694,52,M,6188,14338
14170,47,W,6867,14338
19844,36,W,6428,14338
21271,26,W,6594,14338
16638,42,W,6388,14339
21845,65,M,6363,14339
15087,35,M,6977,14339
46066,47,M,6841,14340
12568,36,M,6951,14340
12678,51,M,6499,14340
39011,34,M,6450,14340
20389,28,M,6500,14341
29042,27,M,6276,14341
15853,38,M,6456,14341
39935,39,M,6309,14341
18910,27,W,6117,14342
14284,37,W,6281,14342
18893,40,M,6321,14343
29487,26,M,6963,14344
19553,45,M,6645,14344
37058,55,M,6564,14344
30864,44,W,6455,14344
38035,41,M,6321,14344
18075,42,M,6683,14344
42642,37,M,6602,14345
23674,60,M,6375,14345
12594,41,M,6536,14345
48799,39,M,6300,14346
38899,42,M,6522,14346
24487,47,M,6943,14346
19816,63,M,6945,14347
33957,39,M,6980,14348
19083,30,M,6511,14348
45240,54,M,6686,14349
35718,46,M,6978,14349
16395,41,M,6644,14349
15272,43,M,6990,14350
16988,37,M,6438,14350
11718,45,M,6784,14350
10059,44,M,7177,14350
33686,31,M,5799,14350
22261,44,M,6422,14351
44155,29,M,5978,14352
14379,28,M,7130,14352
20557,43,W,6461,14352
31741,41,M,6368,14353
11595,37,M,6368,14353
46930,38,M,6390,14353
31664,36,M,6552,14354
15830,37,W,6569,14355
46996,59,M,6420,14356
43927,47,M,6742,14356
29245,32,W,6211,14356
17131,41,M,6853,14357
45703,44,M,6575,14357
17428,28,M,6600,14358
22564,41,M,6112,14358
40611,44,M,6601,14358
36304,64,M,6576,14358
20260,57,M,6789,14358
31510,36,M,6728,14359
21323,29,W,6821,14360
38106,41,M,6675,14361
31930,50,W,6482,14361
44426,50,M,6797,14361
26398,30,M,6766,14362
10501,38,M,6490,14362
11219,47,M,7003,14362
15266,46,W,6933,14363
30472,72,M,6727,14363
25507,30,W,7057,14364
11555,23,M,6438,14364
35767,37,M,7135,14364
33057,45,W,7019,14364
40872,28,W,6269,14364
44647,41,M,6822,14365
31772,37,M,7172,14365
25663,35,W,6302,14365
29779,44,M,6619,14365
23562,53,M,6523,14366
15890,46,M,6302,14366
18747,40,M,6681,14366
39528,24,W,6436,14366
29903,30,M,6401,14367
28934,42,W,6739,14367
32995,48,W,6528,14367
40615,37,M,6138,14367
31402,58,M,6300,14367
39087,47,W,6384,14367
42955,70,M,6355,14368
15455,42,W,6624,14368
37604,26,W,6850,14368
26210,33,M,6692,14368
12300,20,M,6239,14368
39385,50,M,6854,14368
13636,40,M,6445,14369
40352,49,M,6230,14369
26760,38,W,6854,14369
15106,36,M,6496,14370
28131,37,M,6125,14370
35185,56,M,6203,14371
27212,40,W,6074,14372
19628,42,M,6906,14372
49957,29,M,6269,14373
29402,31,M,6383,14373
40137,42,M,6534,14373
17189,40,M,6254,14374
33898,25,M,6910,14374
21963,33,M,6507,14376
44441,59,M,6474,14377
35618,47,M,6806,14377
23035,55,M,6605,14377
15244,42,M,5643,14378
11545,55,M,6409,14378
46955,25,M,6396,14379
29194,25,W,6483,14379
23259,29,M,6391,14379
34288,52,M,6330,14379
10009,37,W,6817,14380
16301,43,W,6237,14380
12356,56,M,6327,14380
10442,41,M,6250,14380
33428,40,M,6491,14381
49528,31,W,6671,14381
11453,25,M,6370,14381
49654,43,M,6453,14381
14251,55,M,6332,14381
11139,43,M,6529,14382
40018,41,M,6610,14382
43111,47,M,6157,14382
19957,46,M,6898,14383
41191,30,M,6843,14384
21904,42,M,6220,14385
42979,40,M,6898,14385
18642,62,M,6533,14385
24922,49,M,6103,14385
36491,33,M,6604,14385
22748,38,W,6509,14385
14037,31,M,6206,14386
37902,49,M,6431,14386
47349,49,M,6267,14387
45590,48,M,6710,14387
12823,27,M,6586,14388
13460,44,M,7012,14389
20766,50,M,6518,14390
37754,57,M,5851,14390
16990,56,M,6917,14391
23172,51,M,6586,14391
36248,25,M,6053,14391
19473,36,M,6207,14391
26558,50,M,6760,14391
48067,33,M,6651,14392
10011,40,M,6297,14392
11840,44,M,5967,14392
21034,44,M,7055,14393
47143,60,M,6399,14393
43118,22,M,6246,14393
37097,52,M,6944,14395
16545,47,M,6802,14395
35455,37,M,6910,14396
31068,49,M,6515,14396
39165,35,M,6536,14396
28816,48,M,6418,14397
26655,41,W,6616,14397
10942,46,M,6558,14397
39848,43,M,6290,14397
32252,34,M,6728,14397
40416,31,M,6430,14398
20960,44,M,6658,14398
42517,26,M,6274,14398
31019,49,M,6988,14399
25999,28,W,6439,14399
48240,40,M,6478,14399
10750,38,M,6742,14400
34825,39,W,6436,14400
47216,44,M,6958,14400
36089,45,M,6004,14400
11477,46,M,6025,14401
29869,37,M,6451,14401
14739,63,M,6976,14401
28329,28,W,6952,14401
13356,40,W,6236,14401
30991,54,M,6226,14402
28093,49,M,6769,14403
16370,32,W,6176,14404
12024,51,M,6501,14404
41544,30,W,6927,14406
27625,44,M,6466,14407
14925,39,M,7015,14407
12049,36,M,6456,14407
36827,32,M,6406,14408
12381,50,W,6285,14408
45945,26,M,6985,14408
34459,51,M,6583,14409
33405,31,M,5848,14409
40982,23,W,6737,14409
26503,53,M,6302,14409
45743,43,W,6317,14409
40958,41,M,6526,14410
49392,31,M,6110,14410
45598,33,M,5887,14410
21058,53,M,6932,14410
30314,41,M,6445,14411
22225,37,M,6900,14411
11129,31,W,6420,14412
48297,39,M,6502,14413
26906,44,M,6498,14413
44879,41,M,6123,14414
41648,36,M,6678,14414
17399,25,M,6008,14414
49587,42,M,6805,14414
15605,32,M,6074,14415
14403,51,M,6518,14415
17033,29,M,6601,14416
16407,45,M,6660,14416
25147,34,M,6799,14416
21347,44,M,6536,14416
21355,44,M,6502,14416
10023,21,M,7196,14416
28346,37,M,6489,14416
23973,49,M,6298,14417
16347,27,M,6477,14417
40787,31,M,6222,14417
24353,28,M,6296,14418
35411,34,M,6278,14418
25023,30,M,6423,14418
41054,40,W,6790,14418
36568,56,M,6295,14418
23707,52,W,6940,14419
25730,31,M,6463,14419
31156,39,M,5656,14419
27294,43,M,7592,14420
28354,31,M,6801,14420
25173,36,M,7286,14421
31106,28,M,6388,14421
28050,33,W,6473,14422
46174,25,M,6389,14422
32784,45,M,6344,14423
22269,30,M,6756,14423
34273,33,M,6540,14423
15041,40,M,6267,14424
14478,52,M,6526,14424
37298,44,M,6120,14424
21800,40,W,6911,14424
17255,37,M,6215,14424
11164,39,M,6696,14425
38321,30,M,6359,14426
39963,47,M,6888,14426
44449,36,M,6654,14427
18765,60,M,6598,14428
14561,33,M,6147,14428
38477,44,M,6351,14429
20741,41,M,6312,14430
32340,39,W,6619,14430
38082,45,M,6280,14430
37550,26,W,6421,14431
23374,47,M,6525,14431
12996,32,M,6205,14432
14683,62,M,6870,14432
21256,48,M,7196,14433
36810,45,M,7076,14433
28257,47,M,6439,14433
13944,41,M,6528,14433
27635,39,M,6274,14434
16827,49,M,7218,14434
20608,56,M,6607,14435
48277,29,M,6112,14435
12319,30,M,6225,14436
18388,46,M,7066,14436
25370,48,M,6431,14436
38544,35,M,6865,14437
11043,27,W,7000,14437
37024,43,M,6743,14438
48409,62,M,6910,14438
34596,49,W,6809,14438
42823,42,W,6875,14440
12304,22,M,6813,14440
18863,46,W,6746,14440
45671,29,W,6317,14441
19012,35,M,6166,14441
33410,32,W,6632,14442
26911,30,M,6903,14442
11606,46,M,6779,14442
38017,48,W,6733,14442
31829,46,M,6077,14442
23956,36,M,6944,14442
36069,26,M,5700,14443
13661,56,M,6586,14443
46677,31,W,6637,14443
28948,26,M,7005,14443
35758,64,M,6440,14443
19219,41,M,6776,14444
23855,43,W,7099,14444
49589,43,M,6469,14444
48269,28,W,6596,14444
40041,39,M,6044,14444
18902,46,M,6910,14444
16771,52,W,6280,14446
25248,46,M,6156,14446
38541,29,W,6116,14447
31132,44,M,6493,14447
39875,45,W,6704,14448
32678,47,M,6399,14448
36632,43,W,6488,14448
43553,36,M,6679,14448
32734,49,M,6763,14448
29465,51,W,7025,14449
27791,47,M,6473,14449
22388,43,M,6695,14449
10515,35,M,6377,14450
20177,43,M,6624,14450
34754,26,W,6597,14450
23684,29,M,6916,14450
39064,53,M,6087,14451
48066,52,M,6351,14451
42687,31,M,6845,14451
23814,42,W,6613,14451
12389,47,M,6911,14452
47002,31,M,6475,14452
35788,33,M,6553,14452
43873,46,W,6485,14453
12870,57,M,6543,14453
27299,34,M,6385,14453
25194,45,M,6130,14454
33320,40,W,6772,14454
18481,26,M,6912,14454
43971,48,W,6592,14454
15332,30,M,5874,14454
21983,41,M,6381,14455
14237,27,W,6671,14455
14212,28,M,6593,14455
40258,49,M,6637,14455
21807,37,M,6453,14455
21864,39,W,6661,14455
37114,48,M,5905,14456
12638,28,M,6243,14456
36349,38,W,6945,14457
42231,46,M,6192,14458
20708,29,M,6563,14458
24378,27,M,6675,14458
38799,28,W,6323,14459
36923,40,M,6261,14460
29730,55,M,6670,14460
39074,44,M,6382,14460
42776,45,M,6892,14460
22359,49,M,6981,14461
48706,30,W,6941,14461
36060,45,M,5957,14461
20650,38,W,6452,14461
23781,37,M,6956,14462
